"","Commune ou ARM","Libellé commune ou ARM","Population en 2015 (princ)"
"744","02279","Épaux-Bézu","563"
"745","02280","Épieds","384"
"746","02281","L'Épine-aux-Bois","265"
"747","02282","Eppes","418"
"748","02283","Erlon","286"
"749","02284","Erloy","89"
"750","02286","Esquéhéries","852"
"751","02287","Essigny-le-Grand","1056"
"752","02288","Essigny-le-Petit","351"
"753","02289","Essises","428"
"754","02290","Essômes-sur-Marne","2784.00"
"755","02291","Estrées","412.00"
"756","02292","Étampes-sur-Marne","1259"
"757","02293","Étaves-et-Bocquiaux","579.00"
"758","02294","Étouvelles","213"
"759","02295","Étréaupont","888.00"
"760","02296","Étreillers","1209"
"761","02297","Étrépilly","107"
"762","02298","Étreux","1482"
"763","02299","Évergnicourt","578"
"764","02301","Faucoucourt","311"
"765","02302","Faverolles","308"
"766","02303","Fayet","675"
"767","02304","La Fère","2854"
"768","02305","Fère-en-Tardenois","3143.00"
"769","02306","La Ferté-Chevresis","562"
"770","02307","La Ferté-Milon","2123.00"
"771","02308","Fesmy-le-Sart","497"
"772","02309","Festieux","667"
"773","02310","Fieulaine","270"
"774","02311","Filain","131"
"775","02312","La Flamengrie","1166"
"776","02313","Flavigny-le-Grand-et-Beaurain","477"
"777","02315","Flavy-le-Martel","1676"
"778","02316","Fleury","138"
"779","02317","Fluquières","220"
"780","02318","Folembray","1405.00"
"781","02319","Fonsomme","486"
"782","02320","Fontaine-lès-Clercs","268"
"783","02321","Fontaine-lès-Vervins","932.00"
"784","02322","Fontaine-Notre-Dame","396.00"
"785","02323","Fontaine-Uterte","127"
"786","02324","Fontenelle","271"
"787","02326","Fontenoy","494"
"788","02327","Foreste","173"
"789","02328","Fossoy","548"
"790","02329","Fourdrain","420.00"
"791","02330","Francilly-Selency","418.00"
"792","02331","Franqueville","120"
"793","02332","Fresnes-en-Tardenois","267.00"
"794","02333","Fresnes","159"
"795","02334","Fresnoy-le-Grand","2956.00"
"796","02335","Fressancourt","199"
"797","02336","Frières-Faillouël","1007"
"798","02337","Froidestrées","188"
"799","02338","Froidmont-Cohartille","265"
"800","02339","Gandelu","689.00"
"801","02340","Gauchy","1874"
"802","02340","Gauchy","2221"
"803","02340","Gauchy","1240"
"804","02341","Gercy","290.00"
"805","02342","Gergny","131"
"806","02343","Germaine","79.00"
"807","02345","Gibercourt","44.00"
"808","02346","Gizy","677"
"809","02347","Gland","454.00"
"810","02349","Goudelancourt-lès-Berrieux","53"
"811","02350","Goudelancourt-lès-Pierrepont","143.00"
"812","02351","Goussancourt","124"
"813","02352","Gouy","569.00"
"814","02353","Grandlup-et-Fay","307.00"
"815","02354","Grandrieux","92.00"
"816","02355","Gricourt","989.00"
"817","02356","Grisolles","236"
"818","02357","Gronard","76.00"
"819","02358","Grougis","366"
"820","02359","Grugies","1313"
"821","02360","Guignicourt","2193"
"822","02361","Guise","4919"
"823","02362","Guivry","251.00"
"824","02363","Guny","419"
"825","02364","Guyencourt","238"
"826","02366","Hannapes","311"
"827","02367","Happencourt","139"
"828","02368","Haramont","583"
"829","02369","Harcigny","246.00"
"830","02370","Hargicourt","587"
"831","02371","Harly","1650"
"832","02372","Hartennes-et-Taux","396.00"
"833","02373","Hary","223"
"834","02374","Lehaucourt","896.00"
"835","02375","Hautevesnes","170.00"
"836","02376","Hauteville","164"
"837","02377","Haution","150"
"838","02378","La Hérie","151"
"839","02379","Le Hérie-la-Viéville","233"
"840","02380","Hinacourt","28.00"
"841","02381","Hirson","3340.83"
"842","02381","Hirson","2792.03"
"843","02381","Hirson","1641.19"
"844","02381","Hirson","1383.95"
"845","02382","Holnon","1413"
"846","02383","Homblières","1481"
"847","02384","Houry","48"
"848","02385","Housset","155"
"849","02386","Iron","244.00"
"850","02387","Itancourt","1037"
"851","02388","Iviers","223"
"852","02389","Jaulgonne","634"
"853","02390","Jeancourt","275"
"854","02391","Jeantes","211.00"
"855","02392","Joncourt","306"
"856","02393","Jouaignes","146"
"857","02395","Jumencourt","154.00"
"858","02396","Jumigny","63.00"
"859","02397","Jussy","1232"
"860","02398","Juvigny","278"
"861","02399","Juvincourt-et-Damary","583"
"862","02400","Laffaux","149"
"863","02401","Laigny","201"
"864","02402","Lanchy","40"
"865","02403","Landifay-et-Bertaignemont","280"
"866","02404","Landouzy-la-Cour","188.00"
"867","02405","Landouzy-la-Ville","575.00"
"868","02406","Landricourt","140"
"869","02407","Laniscourt","174"
"870","02408","Laon","2452.24"
"871","02408","Laon","1467.32"
"872","02408","Laon","1172.82"
"873","02408","Laon","3887.85"
"874","02408","Laon","1851.05"
"875","02408","Laon","1048.88"
"876","02408","Laon","2042.99"
"877","02408","Laon","3564.43"
"878","02408","Laon","2294.70"
"879","02408","Laon","119.88"
"880","02408","Laon","3371.98"
"881","02408","Laon","2083.87"
"882","02409","Lappion","281.00"
"883","02410","Largny-sur-Automne","248"
"884","02411","Latilly","214"
"885","02412","Launoy","97"
"886","02413","Laval-en-Laonnois","250"
"887","02414","Lavaqueresse","207"
"888","02415","Laversine","163"
"889","02416","Lemé","439.00"
"890","02417","Lempire","92"
"891","02418","Lerzy","209"
"892","02419","Leschelle","276.00"
"893","02420","Lesdins","831.00"
"894","02421","Lesges","94"
"895","02422","Lesquielles-Saint-Germain","809.00"
"896","02423","Leuilly-sous-Coucy","402"
"897","02424","Leury","108"
"898","02425","Leuze","170"
"899","02426","Levergies","555.00"
"900","02427","Lhuys","146.00"
"901","02428","Licy-Clignon","75"
"902","02429","Lierval","113"
"903","02430","Liesse-Notre-Dame","1297"
"904","02431","Liez","409.00"
"905","02432","Limé","184"
"906","02433","Lislet","227"
"907","02434","Lizy","266"
"908","02435","Logny-lès-Aubenton","75"
"909","02438","Longpont","271"
"910","02439","Les Septvallons","1180"
"911","02440","Lor","149"
"912","02441","Louâtre","208.00"
"913","02442","Loupeigne","91"
"914","02443","Lucy-le-Bocage","191"
"915","02444","Lugny","104"
"916","02445","Luzoir","289.00"
"917","02446","Ly-Fontaine","124"
"918","02447","Maast-et-Violaine","146"
"919","02448","Mâchecourt","119"
"920","02449","Macogny","76"
"921","02450","Macquigny","381"
"922","02451","Magny-la-Fosse","124"
"923","02452","Maissemy","245"
"924","02453","Maizy","423"
"925","02454","La Malmaison","416.00"
"926","02455","Malzy","197"
"927","02456","Manicamp","316.00"
"928","02457","Marchais","423"
"929","02458","Dhuys et Morin-en-Brie","832"
"930","02459","Marcy","183"
"931","02460","Marcy-sous-Marle","195"
"932","02461","Marest-Dampcourt","357"
"933","02462","Mareuil-en-Dôle","252"
"934","02463","Marfontaine","82"
"935","02464","Margival","377.00"
"936","02465","Marigny-en-Orxois","478"
"937","02466","Marizy-Sainte-Geneviève","131"
"938","02467","Marizy-Saint-Mard","49"
"939","02468","Marle","2281"
"940","02469","Marly-Gomont","457"
"941","02470","Martigny","428.00"
"942","02471","Martigny-Courpierre","119"
"943","02472","Mauregny-en-Haye","426"
"944","02473","Mayot","207.00"
"945","02474","Mennessis","431.00"
"946","02475","Menneville","449"
"947","02476","Mennevret","631"
"948","02477","Mercin-et-Vaux","968"
"949","02478","Merlieux-et-Fouquerolles","269.00"
"950","02480","Mesbrecourt-Richecourt","303"
"951","02481","Mesnil-Saint-Laurent","453"
"952","02482","Meurival","50"
"953","02483","Mézières-sur-Oise","520"
"954","02484","Mézy-Moulins","526"
"955","02485","Missy-aux-Bois","104"
"956","02486","Missy-lès-Pierrepont","111"
"957","02487","Missy-sur-Aisne","648"
"958","02488","Molain","152"
"959","02489","Molinchart","327"
"960","02490","Monampteuil","131"
"961","02491","Monceau-le-Neuf-et-Faucouzy","321"
"962","02492","Monceau-lès-Leups","475"
"963","02493","Monceau-le-Waast","212"
"964","02494","Monceau-sur-Oise","123"
"965","02495","Mondrepuis","1022"
"966","02496","Monnes","109"
"967","02497","Mons-en-Laonnois","1195"
"968","02498","Montaigu","754"
"969","02499","Montbavin","47.00"
"970","02500","Montbrehain","836.00"
"971","02501","Montchâlons","68"
"972","02502","Montcornet","1384.00"
"973","02503","Mont-d'Origny","881"
"974","02504","Montescourt-Lizerolles","1672"
"975","02505","Montfaucon","202"
"976","02506","Montgobert","195"
"977","02507","Montgru-Saint-Hilaire","34"
"978","02508","Monthenault","156"
"979","02509","Monthiers","158"
"980","02510","Monthurel","151"
"981","02511","Montigny-en-Arrouaise","301.00"
"982","02512","Montigny-l'Allier","277.00"
"983","02513","Montigny-le-Franc","149"
"984","02514","Montigny-Lengrain","688"
"985","02515","Montigny-lès-Condé","62"
"986","02516","Montigny-sous-Marle","58"
"987","02517","Montigny-sur-Crécy","341"
"988","02518","Montlevon","294"
"989","02519","Montloué","187"
"990","02520","Mont-Notre-Dame","739"
"991","02521","Montreuil-aux-Lions","1377"
"992","02522","Mont-Saint-Jean","67"
"993","02523","Mont-Saint-Martin","77"
"994","02524","Mont-Saint-Père","700.00"
"995","02525","Morcourt","579.00"
"996","02526","Morgny-en-Thiérache","87"
"997","02527","Morsain","422.00"
"998","02528","Mortefontaine","241"
"999","02529","Mortiers","192"
"1000","02530","Moulins","77"
"1001","02531","Moussy-Verneuil","124"
"1002","02532","Moÿ-de-l'Aisne","962.00"
"1003","02533","Muret-et-Crouttes","128"
"1004","02534","Muscourt","59.00"
"1005","02535","Nampcelles-la-Cour","125"
"1006","02536","Nampteuil-sous-Muret","96"
"1007","02537","Nanteuil-la-Fosse","187"
"1008","02538","Nanteuil-Notre-Dame","62"
"1009","02539","Nauroy","721.00"
"1010","02540","Nesles-la-Montagne","1215"
"1011","02541","Neufchâtel-sur-Aisne","420"
"1012","02542","Neuflieux","96"
"1013","02543","Neuilly-Saint-Front","2130"
"1014","02544","Neuve-Maison","601"
"1015","02545","La Neuville-Bosmont","195"
"1016","02546","La Neuville-en-Beine","206.00"
"1017","02547","La Neuville-Housset","64"
"1018","02548","La Neuville-lès-Dorengt","388.00"
"1019","02549","Neuville-Saint-Amand","850"
"1020","02550","Neuville-sur-Ailette","102"
"1021","02551","Neuville-sur-Margival","122"
"1022","02552","Neuvillette","187"
"1023","02553","Nizy-le-Comte","251.00"
"1024","02554","Nogentel","1007"
"1025","02555","Nogent-l'Artaud","2201"
"1026","02556","Noircourt","83"
"1027","02557","Noroy-sur-Ourcq","135"
"1028","02558","Le Nouvion-en-Thiérache","2669"
"1029","02559","Nouvion-et-Catillon","501.00"
"1030","02560","Nouvion-le-Comte","253"
"1031","02561","Nouvion-le-Vineux","162"
"1032","02562","Nouvron-Vingré","232"
"1033","02563","Noyales","170"
"1034","02564","Noyant-et-Aconin","504"
"1035","02565","Oeuilly","289"
"1036","02566","Ognes","1150"
"1037","02567","Ohis","315"
"1038","02568","Oigny-en-Valois","151"
"1039","02569","Oisy","467"
"1040","02570","Ollezy","184.00"
"1041","02571","Omissy","699"
"1042","02572","Orainville","519.00"
"1043","02573","Orgeval","65"
"1044","02574","Origny-en-Thiérache","1503"
"1045","02575","Origny-Sainte-Benoite","1702"
"1046","02576","Osly-Courtil","314.00"
"1047","02577","Ostel","77"
"1048","02578","Oulches-la-Vallée-Foulon","93.00"
"1049","02579","Oulchy-la-Ville","117"
"1050","02580","Oulchy-le-Château","832.00"
"1051","02581","Paars","303"
"1052","02582","Paissy","68"
"1053","02583","Pancy-Courtecon","60.00"
"1054","02584","Papleux","123"
"1055","02585","Parcy-et-Tigny","253"
"1056","02586","Parfondeval","142"
"1057","02587","Parfondru","356"
"1058","02588","Pargnan","76.00"
"1059","02589","Pargny-Filain","250"
"1060","02590","Pargny-la-Dhuys","177.00"
"1061","02591","Pargny-les-Bois","126"
"1062","02592","Parpeville","195"
"1063","02593","Pasly","1007"
"1064","02594","Passy-en-Valois","156"
"1065","02595","Passy-sur-Marne","132"
"1066","02596","Pavant","792"
"1067","02598","Pernant","666"
"1068","02599","Pierremande","278.00"
"1069","02600","Pierrepont","401.00"
"1070","02601","Pignicourt","196"
"1071","02602","Pinon","1767"
"1072","02604","Pithon","79"
"1073","02605","Pleine-Selve","163"
"1074","02606","Le Plessier-Huleu","73.00"
"1075","02607","Ploisy","78.00"
"1076","02608","Plomion","445"
"1077","02609","Ployart-et-Vaurseine","21"
"1078","02610","Pommiers","607.00"
"1079","02612","Pont-Arcy","129"
"1080","02613","Pontavert","607"
"1081","02614","Pontru","261"
"1082","02615","Pontruet","333"
"1083","02616","Pont-Saint-Mard","198"
"1084","02617","Pouilly-sur-Serre","525"
"1085","02618","Prémont","714"
"1086","02619","Prémontré","700.00"
"1087","02620","Presles-et-Boves","372.00"
"1088","02621","Presles-et-Thierny","390.00"
"1089","02622","Priez","48"
"1090","02623","Prisces","110"
"1091","02624","Proisy","297"
"1092","02625","Proix","148"
"1093","02626","Prouvais","320.00"
"1094","02627","Proviseux-et-Plesnoy","119"
"1095","02628","Puiseux-en-Retz","213"
"1096","02629","Puisieux-et-Clanlieu","296"
"1097","02631","Quierzy","430"
"1098","02632","Quincy-Basse","61"
"1099","02633","Quincy-sous-le-Mont","62"
"1100","02634","Raillimont","76"
"1101","02635","Ramicourt","157.00"
"1102","02636","Regny","201"
"1103","02637","Remaucourt","305.00"
"1104","02638","Remies","233"
"1105","02639","Remigny","364"
"1106","02640","Renansart","174"
"1107","02641","Renneval","127.00"
"1108","02642","Résigny","181"
"1109","02643","Ressons-le-Long","767.00"
"1110","02644","Retheuil","379"
"1111","02645","Reuilly-Sauvigny","217"
"1112","02647","Ribeauville","69.00"
"1113","02648","Ribemont","1969"
"1114","02649","Rocourt-Saint-Martin","257"
"1115","02650","Rocquigny","368.00"
"1116","02651","Rogécourt","101"
"1117","02652","Rogny","114"
"1118","02653","Romeny-sur-Marne","496"
"1119","02654","Romery","88.00"
"1120","02655","Ronchères","114"
"1121","02656","Roucy","382"
"1122","02657","Rougeries","237"
"1123","02658","Roupy","229"
"1124","02659","Rouvroy","516.00"
"1125","02660","Rouvroy-sur-Serre","39"
"1126","02661","Royaucourt-et-Chailvet","235"
"1127","02662","Rozet-Saint-Albin","307"
"1128","02663","Rozières-sur-Crise","232.00"
"1129","02664","Rozoy-Bellevalle","115"
"1130","02665","Grand-Rozoy","310.00"
"1131","02666","Rozoy-sur-Serre","1008"
"1132","02667","Saconin-et-Breuil","238.00"
"1133","02668","Sains-Richaumont","1035"
"1134","02670","Saint-Algis","164.00"
"1135","02671","Saint-Aubin","302"
"1136","02672","Saint-Bandry","283"
"1137","02673","Saint-Christophe-à-Berry","436"
"1138","02674","Saint-Clément","54"
"1139","02675","Sainte-Croix","123"
"1140","02676","Saint-Erme-Outre-et-Ramecourt","1780"
"1141","02677","Saint-Eugène","244"
"1142","02678","Sainte-Geneviève","77.00"
"1143","02679","Saint-Gengoulph","146"
"1144","02680","Saint-Gobain","2269.00"
"1145","02681","Saint-Gobert","266"
"1146","02682","Saint-Mard","109"
"1147","02683","Saint-Martin-Rivière","127"
"1148","02684","Saint-Michel","3476"
"1149","02685","Saint-Nicolas-aux-Bois","120"
"1150","02686","Saint-Paul-aux-Bois","394.00"
"1151","02687","Saint-Pierre-Aigle","338"
"1152","02688","Saint-Pierre-lès-Franqueville","54"
"1153","02689","Saint-Pierremont","46"
"1154","02690","Sainte-Preuve","83"
"1155","02691","Saint-Quentin","2181.62"
"1156","02691","Saint-Quentin","2138.23"
"1157","02691","Saint-Quentin","1886.60"
"1158","02691","Saint-Quentin","2365.01"
"1159","02691","Saint-Quentin","2369.73"
"1160","02691","Saint-Quentin","1815.52"
"1161","02691","Saint-Quentin","1811.85"
"1162","02691","Saint-Quentin","1737.44"
"1163","02691","Saint-Quentin","1287.07"
"1164","02691","Saint-Quentin","1445.04"
"1165","02691","Saint-Quentin","1672.07"
"1166","02691","Saint-Quentin","1508.92"
"1167","02691","Saint-Quentin","2280.94"
"1168","02691","Saint-Quentin","253.71"
"1169","02691","Saint-Quentin","2237.34"
"1170","02691","Saint-Quentin","1952.96"
"1171","02691","Saint-Quentin","2587.50"
"1172","02691","Saint-Quentin","3886.21"
"1173","02691","Saint-Quentin","2950.35"
"1174","02691","Saint-Quentin","1992.75"
"1175","02691","Saint-Quentin","2224.96"
"1176","02691","Saint-Quentin","2725.04"
"1177","02691","Saint-Quentin","1458.84"
"1178","02691","Saint-Quentin","2434.95"
"1179","02691","Saint-Quentin","2310.22"
"1180","02691","Saint-Quentin","460.89"
"1181","02691","Saint-Quentin","3673.26"
"1182","02693","Saint-Rémy-Blanzy","211"
"1183","02694","Saint-Simon","621"
"1184","02695","Saint-Thibaut","66"
"1185","02696","Saint-Thomas","85"
"1186","02697","Samoussy","382"
"1187","02698","Sancy-les-Cheminots","101"
"1188","02699","Saponay","287"
"1189","02701","Saulchery","719.00"
"1190","02702","Savy","606"
"1191","02703","Seboncourt","1103"
"1192","02704","Selens","248"
"1193","02705","La Selve","218"
"1194","02706","Septmonts","560"
"1195","02707","Septvaux","165"
"1196","02708","Sequehart","208"
"1197","02709","Serain","411.00"
"1198","02710","Seraucourt-le-Grand","777"
"1199","02711","Serches","311"
"1200","02712","Sergy","157"
"1201","02713","Seringes-et-Nesles","283"
"1202","02714","Sermoise","340"
"1203","02715","Serval","49"
"1204","02716","Servais","294.00"
"1205","02717","Séry-lès-Mézières","598"
"1206","02718","Silly-la-Poterie","131"
"1207","02719","Sinceny","2040"
"1208","02720","Sissonne","2096"
"1209","02721","Sissy","474"
"1210","02722","Soissons","2507.91"
"1211","02722","Soissons","1579.02"
"1212","02722","Soissons","1939.07"
"1213","02722","Soissons","1765.78"
"1214","02722","Soissons","1905.55"
"1215","02722","Soissons","2230.40"
"1216","02722","Soissons","2349.24"
"1217","02722","Soissons","2727.54"
"1218","02722","Soissons","2776.66"
"1219","02722","Soissons","1767.69"
"1220","02722","Soissons","2548.46"
"1221","02722","Soissons","1972.53"
"1222","02722","Soissons","2340.16"
"1223","02723","Soize","98"
"1224","02724","Sommelans","62"
"1225","02725","Sommeron","141"
"1226","02726","Sommette-Eaucourt","186"
"1227","02727","Sons-et-Ronchères","234"
"1228","02728","Sorbais","291"
"1229","02729","Soucy","102"
"1230","02730","Soupir","278"
"1231","02731","Le Sourd","165"
"1232","02732","Surfontaine","99"
"1233","02733","Suzy","313"
"1234","02734","Taillefontaine","264"
"1235","02735","Tannières","15"
"1236","02736","Tartiers","168"
"1237","02737","Tavaux-et-Pontséricourt","579.00"
"1238","02738","Tergnier","1363.61"
"1239","02738","Tergnier","1477.16"
"1240","02738","Tergnier","2363.87"
"1241","02738","Tergnier","2377.77"
"1242","02738","Tergnier","2930.83"
"1243","02738","Tergnier","3220.77"
"1244","02739","Terny-Sorny","325"
"1245","02740","Thenailles","228"
"1246","02741","Thenelles","552.00"
"1247","02742","Thiernu","98"
"1248","02743","Le Thuel","181"
"1249","02744","Torcy-en-Valois","83.00"
"1250","02745","Toulis-et-Attencourt","128"
"1251","02746","Travecy","684.00"
"1252","02747","Trefcon","89.00"
"1253","02748","Trélou-sur-Marne","955"
"1254","02749","Troësnes","232.00"
"1255","02750","Trosly-Loire","611"
"1256","02751","Trucy","142"
