"","Commune ou ARM","Libellé commune ou ARM","Population en 2015 (princ)"
"30297","61291","Montreuil-la-Cambe","76.00"
"30298","61292","Montsecret-Clairefougère","682"
"30299","61293","Mortagne-au-Perche","3929.00"
"30300","61294","Mortrée","1063.00"
"30301","61295","La Motte-Fouquet","156"
"30302","61297","Moulins-la-Marche","756.00"
"30303","61298","Moulins-sur-Orne","309"
"30304","61299","Moussonvilliers","227"
"30305","61300","Moutiers-au-Perche","421"
"30306","61301","Neauphe-sous-Essai","207"
"30307","61302","Neauphe-sur-Dive","132"
"30308","61303","Nécy","524"
"30309","61304","Neuilly-le-Bisson","306.00"
"30310","61307","Neuville-sur-Touques","228"
"30311","61308","Neuvy-au-Houlme","217"
"30312","61309","Perche en Nocé","2133"
"30313","61310","Nonant-le-Pin","510"
"30314","61311","Normandel","96.00"
"30315","61314","Occagnes","647"
"30316","61316","Ommoy","127"
"30317","61317","Orgères","142"
"30318","61319","Origny-le-Roux","269"
"30319","61321","Pacé","348"
"30320","61322","Parfondeval","115"
"30321","61323","Le Pas-Saint-l'Homer","145.00"
"30322","61324","Passais Villages","1206"
"30323","61326","Perrou","271"
"30324","61327","Pervenchères","337"
"30325","61328","Le Pin-au-Haras","287"
"30326","61329","Le Pin-la-Garenne","688.00"
"30327","61330","Planches","196.00"
"30328","61331","Le Plantis","156.00"
"30329","61332","Pointel","324"
"30330","61333","Pontchardon","224.00"
"30331","61336","Pouvrai","109"
"30332","61339","Putanges-le-Lac","2196"
"30333","61341","Écouves","1721"
"30334","61342","Rai","1453"
"30335","61344","Rânes","1058"
"30336","61345","Rémalard en Perche","1978"
"30337","61346","Le Renouard","193"
"30338","61347","Résenlieu","178"
"30339","61348","Réveillon","361"
"30340","61349","Ri","167"
"30341","61350","La Roche-Mabile","158"
"30342","61351","Roiville","132"
"30343","61352","Rônai","156"
"30344","61357","Rouperroux","173"
"30345","61358","Sai","216"
"30346","61360","Saint-Agnan-sur-Sarthe","111"
"30347","61361","Saint-André-de-Briouze","193.00"
"30348","61362","Saint-André-de-Messei","571"
"30349","61363","Saint-Aquilin-de-Corbion","71.00"
"30350","61365","Saint-Aubin-d'Appenai","396"
"30351","61366","Saint-Aubin-de-Bonneval","143"
"30352","61367","Saint-Aubin-de-Courteraie","135"
"30353","61369","Saint-Bômer-les-Forges","1043"
"30354","61370","Saint-Brice","158"
"30355","61371","Saint-Brice-sous-Rânes","135"
"30356","61372","Saint-Céneri-le-Gérei","121"
"30357","61373","Sainte-Céronne-lès-Mortagne","257"
"30358","61374","Saint-Christophe-de-Chaulieu","92"
"30359","61375","Boischampré","1210"
"30360","61376","Saint-Clair-de-Halouze","869.00"
"30361","61379","Saint-Cyr-la-Rosière","240"
"30362","61381","Saint-Denis-sur-Huisne","53"
"30363","61382","Saint-Denis-sur-Sarthon","1097"
"30364","61383","Saint-Didier-sous-Écouves","158"
"30365","61384","Saint-Ellier-les-Bois","243"
"30366","61385","Saint-Evroult-de-Montfort","350.00"
"30367","61386","Saint-Evroult-Notre-Dame-du-Bois","457"
"30368","61387","Saint-Fraimbault","560.00"
"30369","61388","Saint-Fulgent-des-Ormes","169.00"
"30370","61389","Sainte-Gauburge-Sainte-Colombe","1060"
"30371","61390","Saint-Georges-d'Annebecq","143"
"30372","61391","Saint-Georges-des-Groseillers","3269"
"30373","61392","Saint-Germain-d'Aunay","156.00"
"30374","61393","Saint-Germain-de-Clairefeuille","163"
"30375","61394","Saint-Germain-de-la-Coudre","772"
"30376","61395","Saint-Germain-des-Grois","236"
"30377","61396","Saint-Germain-de-Martigny","77"
"30378","61397","Saint-Germain-du-Corbéis","3833.00"
"30379","61398","Saint-Germain-le-Vieux","57.00"
"30380","61399","Saint-Gervais-des-Sablons","69"
"30381","61400","Saint-Gervais-du-Perron","386"
"30382","61401","Saint-Gilles-des-Marais","110"
"30383","61402","Saint-Hilaire-de-Briouze","322.00"
"30384","61403","Saint-Hilaire-la-Gérard","150.00"
"30385","61404","Saint-Hilaire-le-Châtel","659.00"
"30386","61405","Saint-Hilaire-sur-Erre","533.00"
"30387","61406","Saint-Hilaire-sur-Risle","318.00"
"30388","61407","Sainte-Honorine-la-Chardonne","734.00"
"30389","61408","Sainte-Honorine-la-Guillaume","343"
"30390","61411","Saint-Jouin-de-Blavou","291"
"30391","61412","Saint-Julien-sur-Sarthe","688.00"
"30392","61413","Saint-Lambert-sur-Dive","153"
"30393","61414","Saint-Langis-lès-Mortagne","915.00"
"30394","61415","Saint-Léger-sur-Sarthe","383"
"30395","61416","Saint-Léonard-des-Parcs","71"
"30396","61418","Saint-Mard-de-Réno","448"
"30397","61419","Sainte-Marguerite-de-Carrouges","226"
"30398","61420","Sainte-Marie-la-Robert","84"
"30399","61421","Saint-Mars-d'Égrenne","677"
"30400","61422","Les Aspres","679.00"
"30401","61423","Saint-Martin-d'Écublei","641"
"30402","61424","Saint-Martin-des-Landes","210"
"30403","61425","Saint-Martin-des-Pézerits","130"
"30404","61426","Saint-Martin-du-Vieux-Bellême","588.00"
"30405","61427","Saint-Martin-l'Aiguillon","198"
"30406","61429","Saint-Maurice-lès-Charencey","498.00"
"30407","61432","Saint-Michel-Tuboeuf","625"
"30408","61433","Saint-Nicolas-des-Bois","289.00"
"30409","61435","Saint-Nicolas-de-Sommaire","263"
"30410","61436","Sainte-Opportune","246.00"
"30411","61438","Saint-Ouen-de-Sécherouvre","180"
"30412","61439","Saint-Ouen-le-Brisoult","124"
"30413","61440","Saint-Ouen-sur-Iton","852"
"30414","61442","Saint-Patrice-du-Désert","202"
"30415","61443","Saint-Paul","652"
"30416","61444","Saint-Philbert-sur-Orne","110"
"30417","61445","Saint-Pierre-d'Entremont","712.00"
"30418","61446","Saint-Pierre-des-Loges","162"
"30419","61447","Saint-Pierre-du-Regard","1421"
"30420","61448","Saint-Pierre-la-Bruyère","453"
"30421","61450","Saint-Quentin-de-Blavou","73.00"
"30422","61451","Saint-Quentin-les-Chardonnets","345.00"
"30423","61452","Saint-Roch-sur-Égrenne","184.00"
"30424","61453","Saint-Sauveur-de-Carrouges","244"
"30425","61454","Sainte-Scolasse-sur-Sarthe","624"
"30426","61456","Saint-Sulpice-sur-Risle","1684"
"30427","61457","Saint-Symphorien-des-Bruyères","518"
"30428","61459","Saires-la-Verrerie","295"
"30429","61460","Sap-en-Auge","989"
"30430","61461","Le Sap-André","113"
"30431","61462","Sarceaux","1053"
"30432","61463","Les Monts d'Andaine","1808"
"30433","61464","Sées","4209"
"30434","61466","La Selle-la-Forge","1451"
"30435","61467","Semallé","372.00"
"30436","61468","Sentilly","125"
"30437","61472","Sévigny","311.00"
"30438","61473","Sevrai","251"
"30439","61474","Gouffern en Auge","3762"
"30440","61475","Soligny-la-Trappe","696"
"30441","61476","Suré","278"
"30442","61479","Tanques","157"
"30443","61480","Tanville","219"
"30444","61481","Tellières-le-Plessis","79"
"30445","61482","Tessé-Froulay","387"
"30446","61483","Bagnoles de l'Orne Normandie","2697"
"30447","61484","Val-au-Perche","3737.00"
"30448","61485","Ticheville","213"
"30449","61486","Tinchebray-Bocage","4999"
"30450","61487","Torchamp","293"
"30451","61488","Touquettes","87"
"30452","61490","Tournai-sur-Dive","309.00"
"30453","61491","Tourouvre au Perche","3237"
"30454","61492","Trémont","124"
"30455","61493","La Trinité-des-Laitiers","83.00"
"30456","61494","Trun","1298"
"30457","61497","Valframbert","1697"
"30458","61498","Vaunoise","102"
"30459","61499","Les Ventes-de-Bourse","167.00"
"30460","61500","La Ventrouze","117"
"30461","61501","Verrières","423.00"
"30462","61502","Vidai","88"
"30463","61503","Vieux-Pont","201"
"30464","61505","Villedieu-lès-Bailleul","213"
"30465","61507","Villiers-sous-Mortagne","298.00"
"30466","61508","Vimoutiers","3436.00"
"30467","61510","Vitrai-sous-Laigle","226"
"30468","61512","Les Yveteaux","102"
"30469","62001","Ablain-Saint-Nazaire","1786"
"30470","62002","Ablainzevelle","211"
"30471","62003","Acheville","643.00"
"30472","62004","Achicourt","2379.60"
"30473","62004","Achicourt","2879.51"
"30474","62004","Achicourt","2434.90"
"30475","62005","Achiet-le-Grand","1007"
"30476","62006","Achiet-le-Petit","305"
"30477","62007","Acq","736"
"30478","62008","Acquin-Westbécourt","799"
"30479","62009","Adinfer","250"
"30480","62010","Affringues","213"
"30481","62011","Agnez-lès-Duisans","644"
"30482","62012","Agnières","248"
"30483","62013","Agny","1938"
"30484","62014","Aire-sur-la-Lys","2772"
"30485","62014","Aire-sur-la-Lys","2813"
"30486","62014","Aire-sur-la-Lys","1962"
"30487","62014","Aire-sur-la-Lys","2306"
"30488","62015","Airon-Notre-Dame","214"
"30489","62016","Airon-Saint-Vaast","188"
"30490","62017","Aix-en-Ergny","183.00"
"30491","62018","Aix-en-Issart","266.00"
"30492","62019","Aix-Noulette","3924"
"30493","62020","Alembon","635"
"30494","62021","Alette","386"
"30495","62022","Alincthun","326"
"30496","62023","Allouagne","2953"
"30497","62024","Alquines","985.00"
"30498","62025","Ambleteuse","1807"
"30499","62026","Ambricourt","116"
"30500","62027","Ambrines","265.00"
"30501","62028","Ames","652.00"
"30502","62029","Amettes","498.00"
"30503","62030","Amplier","305"
"30504","62031","Andres","1574"
"30505","62032","Angres","4305.00"
"30506","62033","Annay","2028.28"
"30507","62033","Annay","2232.72"
"30508","62034","Annequin","2297"
"30509","62035","Annezin","3037.65"
"30510","62035","Annezin","2849.35"
"30511","62036","Anvin","771"
"30512","62037","Anzin-Saint-Aubin","2739"
"30513","62038","Ardres","4320"
"30514","62039","Arleux-en-Gohelle","839"
"30515","62040","Arques","4819.73"
"30516","62040","Arques","5112.27"
"30517","62041","Arras","1541.67"
"30518","62041","Arras","1510.89"
"30519","62041","Arras","1600.01"
"30520","62041","Arras","2872.20"
"30521","62041","Arras","1644.84"
"30522","62041","Arras","2709.05"
"30523","62041","Arras","2425.53"
"30524","62041","Arras","1962.38"
"30525","62041","Arras","2287.00"
"30526","62041","Arras","3424.18"
"30527","62041","Arras","4329.98"
"30528","62041","Arras","2947.18"
"30529","62041","Arras","2835.07"
"30530","62041","Arras","3595.19"
"30531","62041","Arras","2503.56"
"30532","62041","Arras","2532.26"
"30533","62042","Athies","973.00"
"30534","62043","Les Attaques","1945"
"30535","62044","Attin","735"
"30536","62045","Aubigny-en-Artois","1461"
"30537","62046","Aubin-Saint-Vaast","770"
"30538","62047","Aubrometz","152"
"30539","62048","Auchel","2261.19"
"30540","62048","Auchel","2059.41"
"30541","62048","Auchel","2058.39"
"30542","62048","Auchel","1725.75"
"30543","62048","Auchel","1832.90"
"30544","62048","Auchel","636.37"
"30545","62049","Auchy-au-Bois","482"
"30546","62050","Auchy-lès-Hesdin","1600"
"30547","62051","Auchy-les-Mines","4676"
"30548","62052","Audembert","412"
"30549","62053","Audincthun","649"
"30550","62054","Audinghen","579"
"30551","62055","Audrehem","553"
"30552","62056","Audresselles","679.00"
"30553","62057","Audruicq","5380"
"30554","62058","Aumerval","195"
"30555","62059","Autingues","288"
"30556","62060","Auxi-le-Château","2698.00"
"30557","62061","Averdoingt","290"
"30558","62062","Avesnes","48"
"30559","62063","Avesnes-le-Comte","2000"
"30560","62064","Avesnes-lès-Bapaume","157.00"
"30561","62065","Avion","3433.31"
"30562","62065","Avion","1796.30"
"30563","62065","Avion","3843.84"
"30564","62065","Avion","2930.79"
"30565","62065","Avion","2676.05"
"30566","62065","Avion","2017.59"
"30567","62065","Avion","1547.11"
"30568","62066","Avondance","40"
"30569","62067","Avroult","599"
"30570","62068","Ayette","327"
"30571","62069","Azincourt","301"
"30572","62070","Bailleul-aux-Cornailles","264"
"30573","62071","Bailleul-lès-Pernes","425.00"
"30574","62072","Bailleulmont","247"
"30575","62073","Bailleul-Sir-Berthoult","1384"
"30576","62074","Bailleulval","259"
"30577","62075","Baincthun","1293"
"30578","62076","Bainghen","227.00"
"30579","62077","Bajus","371.00"
"30580","62078","Balinghem","1188"
"30581","62079","Bancourt","84"
"30582","62080","Bapaume","3956.00"
"30583","62081","Baralle","478"
"30584","62082","Barastre","306"
"30585","62083","Barlin","3082.42"
"30586","62083","Barlin","2202.19"
"30587","62083","Barlin","2453.39"
"30588","62084","Barly","220"
"30589","62085","Basseux","135"
"30590","62086","Bavincourt","382"
"30591","62087","Bayenghem-lès-Éperlecques","1006"
"30592","62088","Bayenghem-lès-Seninghem","325.00"
"30593","62089","Bazinghen","406.00"
"30594","62090","Béalencourt","128.00"
"30595","62091","Beaudricourt","94.00"
"30596","62092","Beaufort-Blavincourt","402"
"30597","62093","Beaulencourt","239"
"30598","62094","Beaumerie-Saint-Martin","392"
"30599","62095","Beaumetz-lès-Aire","241"
"30600","62096","Beaumetz-lès-Cambrai","598.00"
"30601","62097","Beaumetz-lès-Loges","982.00"
"30602","62099","Beaurains","5529"
"30603","62100","Beaurainville","2083"
"30604","62101","Beauvois","145"
"30605","62102","Bécourt","270"
"30606","62103","Béhagnies","114"
"30607","62104","Bellebrune","369.00"
"30608","62105","Belle-et-Houllefort","557"
"30609","62106","Bellonne","220"
"30610","62107","Bénifontaine","359.00"
"30611","62108","Berck","2780.27"
"30612","62108","Berck","2692.57"
"30613","62108","Berck","1667.09"
"30614","62108","Berck","2077.08"
"30615","62108","Berck","1843.80"
"30616","62108","Berck","1695.78"
"30617","62108","Berck","1752.42"
"30618","62109","Bergueneuse","213"
"30619","62111","Berlencourt-le-Cauroy","281"
"30620","62112","Berles-au-Bois","514.00"
"30621","62113","Berles-Monchel","492.00"
"30622","62114","Bermicourt","158"
"30623","62115","Berneville","500"
"30624","62116","Bernieulles","189"
"30625","62117","Bertincourt","925.00"
"30626","62118","Béthonsart","154"
"30627","62119","Béthune","3338.10"
"30628","62119","Béthune","4220.76"
"30629","62119","Béthune","2710.73"
"30630","62119","Béthune","2507.32"
"30631","62119","Béthune","4409.79"
"30632","62119","Béthune","2945.29"
"30633","62119","Béthune","2241.90"
"30634","62119","Béthune","2621.10"
"30635","62120","Beugin","469.00"
"30636","62121","Beugnâtre","170"
"30637","62122","Beugny","383.00"
"30638","62123","Beussent","548"
"30639","62124","Beutin","475"
"30640","62125","Beuvrequen","438"
"30641","62126","Beuvry","949.23"
"30642","62126","Beuvry","2606.96"
"30643","62126","Beuvry","2943.16"
"30644","62126","Beuvry","3053.65"
"30645","62127","Bezinghem","362.00"
"30646","62128","Biache-Saint-Vaast","4010"
"30647","62129","Biefvillers-lès-Bapaume","91"
"30648","62130","Bienvillers-au-Bois","641"
"30649","62131","Bihucourt","363"
"30650","62132","Billy-Berclau","4499"
"30651","62133","Billy-Montigny","2144.65"
"30652","62133","Billy-Montigny","2007.09"
"30653","62133","Billy-Montigny","2040.23"
"30654","62133","Billy-Montigny","1991.03"
"30655","62134","Bimont","117"
"30656","62135","Blairville","307"
"30657","62137","Blangerval-Blangermont","117"
"30658","62138","Blangy-sur-Ternoise","727.00"
"30659","62139","Blendecques","2625.52"
"30660","62139","Blendecques","2446.48"
"30661","62140","Bléquin","510"
"30662","62141","Blessy","861.00"
"30663","62142","Blingel","159"
"30664","62143","Boffles","53"
"30665","62144","Boiry-Becquerelle","420.00"
"30666","62145","Boiry-Notre-Dame","463"
"30667","62146","Boiry-Saint-Martin","279"
"30668","62147","Boiry-Sainte-Rictrude","404"
"30669","62148","Bois-Bernard","828.00"
"30670","62149","Boisdinghem","245"
"30671","62150","Boisjean","515"
"30672","62151","Boisleux-au-Mont","511"
"30673","62152","Boisleux-Saint-Marc","256"
"30674","62153","Bomy","615"
"30675","62154","Bonnières","656.00"
"30676","62155","Bonningues-lès-Ardres","667"
"30677","62156","Bonningues-lès-Calais","595.00"
"30678","62157","Boubers-lès-Hesmond","84"
"30679","62158","Boubers-sur-Canche","596.00"
"30680","62160","Boulogne-sur-Mer","1629.69"
"30681","62160","Boulogne-sur-Mer","38.08"
"30682","62160","Boulogne-sur-Mer","1598.95"
"30683","62160","Boulogne-sur-Mer","3646.88"
"30684","62160","Boulogne-sur-Mer","2229.98"
"30685","62160","Boulogne-sur-Mer","1430.10"
"30686","62160","Boulogne-sur-Mer","1801.49"
"30687","62160","Boulogne-sur-Mer","3956.33"
"30688","62160","Boulogne-sur-Mer","2435.22"
"30689","62160","Boulogne-sur-Mer","3008.53"
"30690","62160","Boulogne-sur-Mer","1854.41"
"30691","62160","Boulogne-sur-Mer","2639.24"
"30692","62160","Boulogne-sur-Mer","2461.07"
"30693","62160","Boulogne-sur-Mer","2855.08"
"30694","62160","Boulogne-sur-Mer","2636.12"
"30695","62160","Boulogne-sur-Mer","2308.82"
"30696","62160","Boulogne-sur-Mer","2249.35"
"30697","62160","Boulogne-sur-Mer","3586.65"
"30698","62161","Bouquehault","742.00"
"30699","62162","Bourecq","604"
"30700","62163","Bouret-sur-Canche","259.00"
"30701","62164","Bourlon","1194"
"30702","62165","Bournonville","247.00"
"30703","62166","Bours","609"
"30704","62167","Boursin","269.00"
"30705","62168","Bourthes","879.00"
"30706","62169","Bouvelinghem","209"
"30707","62170","Bouvigny-Boyeffles","2447"
"30708","62171","Boyaval","134.00"
"30709","62172","Boyelles","350"
"30710","62173","Brebières","4904"
"30711","62174","Brêmes","1290"
"30712","62175","Brévillers","157"
"30713","62176","Bréxent-Énocq","687"
"30714","62177","Brimeux","844"
"30715","62178","Bruay-la-Buissière","3526.68"
"30716","62178","Bruay-la-Buissière","2024.73"
"30717","62178","Bruay-la-Buissière","1912.72"
"30718","62178","Bruay-la-Buissière","2339.84"
"30719","62178","Bruay-la-Buissière","1953.91"
"30720","62178","Bruay-la-Buissière","2751.19"
"30721","62178","Bruay-la-Buissière","2037.53"
"30722","62178","Bruay-la-Buissière","1777.81"
"30723","62178","Bruay-la-Buissière","2213.32"
"30724","62178","Bruay-la-Buissière","1581.27"
"30725","62179","Brunembert","415"
"30726","62180","Brias","305.00"
"30727","62181","Bucquoy","1490"
"30728","62182","Buire-au-Bois","227"
"30729","62183","Buire-le-Sec","790"
"30730","62184","Buissy","252"
"30731","62185","Bullecourt","244"
"30732","62186","Bully-les-Mines","2202.70"
"30733","62186","Bully-les-Mines","1965.09"
"30734","62186","Bully-les-Mines","1697.19"
"30735","62186","Bully-les-Mines","2517.39"
"30736","62186","Bully-les-Mines","2538.04"
"30737","62186","Bully-les-Mines","1591.60"
"30738","62187","Buneville","177"
"30739","62188","Burbure","2984"
"30740","62189","Bus","127"
"30741","62190","Busnes","1289"
"30742","62191","Caffiers","757.00"
"30743","62192","Cagnicourt","430"
"30744","62193","Calais","7523.27"
"30745","62193","Calais","2762.76"
"30746","62193","Calais","1884.70"
"30747","62193","Calais","1743.79"
"30748","62193","Calais","1084.99"
"30749","62193","Calais","1431.09"
"30750","62193","Calais","2736.59"
"30751","62193","Calais","1273.75"
"30752","62193","Calais","1647.41"
"30753","62193","Calais","2179.04"
"30754","62193","Calais","2233.06"
"30755","62193","Calais","2278.03"
"30756","62193","Calais","1521.67"
"30757","62193","Calais","2659.32"
"30758","62193","Calais","3523.19"
"30759","62193","Calais","2459.91"
"30760","62193","Calais","1137.63"
"30761","62193","Calais","2095.75"
"30762","62193","Calais","1368.68"
"30763","62193","Calais","2532.67"
"30764","62193","Calais","2744.23"
"30765","62193","Calais","2402.49"
"30766","62193","Calais","2741.13"
"30767","62193","Calais","2523.85"
"30768","62193","Calais","2563.74"
"30769","62193","Calais","3658.47"
"30770","62193","Calais","3934.51"
"30771","62193","Calais","3220.36"
"30772","62193","Calais","1595.34"
"30773","62193","Calais","2263.64"
"30774","62193","Calais","2235.94"
"30775","62194","Calonne-Ricouart","2873.48"
"30776","62194","Calonne-Ricouart","2604.52"
"30777","62195","Calonne-sur-la-Lys","1585"
"30778","62196","La Calotterie","649"
"30779","62197","Camblain-Châtelain","1790.00"
"30780","62198","Cambligneul","341"
"30781","62199","Camblain-l'Abbé","645"
"30782","62200","Cambrin","1118"
"30783","62201","Camiers","2662"
"30784","62202","Campagne-lès-Boulonnais","595.00"
"30785","62203","Campagne-lès-Guines","445"
"30786","62204","Campagne-lès-Hesdin","1857"
"30787","62205","Campagne-lès-Wardrecques","1219"
"30788","62206","Campigneulles-les-Grandes","294"
"30789","62207","Campigneulles-les-Petites","561.00"
"30790","62208","Canettemont","69"
"30791","62209","Canlers","165.00"
"30792","62210","Canteleux","16.00"
"30793","62211","Capelle-Fermont","212"
"30794","62212","Capelle-lès-Hesdin","456.00"
"30795","62213","Carency","729.00"
"30796","62214","Carly","560"
"30797","62215","Carvin","2952.94"
"30798","62215","Carvin","2993.34"
"30799","62215","Carvin","2469.07"
"30800","62215","Carvin","3455.93"
"30801","62215","Carvin","2339.51"
"30802","62215","Carvin","2820.20"
"30803","62216","La Cauchie","202"
"30804","62217","Cauchy-à-la-Tour","2903.00"
"30805","62218","Caucourt","346"
"30806","62219","Caumont","176"
"30807","62220","Cavron-Saint-Martin","463"
"30808","62221","Chelers","274"
"30809","62222","Chériennes","147"
"30810","62223","Chérisy","298"
"30811","62224","Chocques","2974"
"30812","62225","Clairmarais","637"
"30813","62227","Clenleu","199"
"30814","62228","Clerques","313"
"30815","62229","Cléty","743.00"
"30816","62230","Colembert","892"
"30817","62231","Colline-Beaumont","137"
"30818","62232","La Comté","897"
"30819","62233","Conchil-le-Temple","1130"
"30820","62234","Conchy-sur-Canche","208"
"30821","62235","Condette","2539"
"30822","62236","Contes","325"
"30823","62237","Conteville-lès-Boulogne","476"
"30824","62238","Conteville-en-Ternois","102"
"30825","62239","Coquelles","2519"
"30826","62240","Corbehem","2344"
"30827","62241","Cormont","334"
"30828","62242","Couin","109"
"30829","62243","Coullemont","109"
"30830","62244","Coulogne","1869.35"
"30831","62244","Coulogne","3506.65"
"30832","62245","Coulomby","728"
"30833","62246","Coupelle-Neuve","166"
"30834","62247","Coupelle-Vieille","612.00"
"30835","62248","Courcelles-le-Comte","446"
"30836","62249","Courcelles-lès-Lens","3390.27"
"30837","62249","Courcelles-lès-Lens","2225.15"
"30838","62249","Courcelles-lès-Lens","1846.58"
"30839","62250","Courrières","2652.06"
"30840","62250","Courrières","1621.49"
"30841","62250","Courrières","2362.67"
"30842","62250","Courrières","2650.90"
"30843","62250","Courrières","1408.88"
"30844","62251","Courset","518.00"
"30845","62252","La Couture","2799.00"
"30846","62253","Couturelle","70"
"30847","62254","Coyecques","584"
"30848","62255","Crémarest","786"
"30849","62256","Crépy","151"
"30850","62257","Créquy","483"
"30851","62258","Croisette","304.00"
"30852","62259","Croisilles","1819.00"
"30853","62260","Croix-en-Ternois","325.00"
"30854","62261","Cucq","5123.00"
"30855","62262","Cuinchy","1750"
"30856","62263","Dainville","2570.95"
"30857","62263","Dainville","3100.05"
"30858","62264","Dannes","1343"
"30859","62265","Delettes","1170"
"30860","62266","Denier","78"
"30861","62267","Dennebroeucq","381"
"30862","62268","Desvres","1786.09"
"30863","62268","Desvres","3244.91"
"30864","62269","Diéval","751"
"30865","62270","Divion","2281.58"
"30866","62270","Divion","1915.36"
"30867","62270","Divion","2636.06"
"30868","62271","Dohem","835"
"30869","62272","Douchy-lès-Ayette","300"
"30870","62273","Doudeauville","552"
"30871","62274","Dourges","2677.96"
"30872","62274","Dourges","3088.04"
"30873","62275","Douriez","335.00"
"30874","62276","Douvrin","1842.82"
"30875","62276","Douvrin","3300.18"
"30876","62277","Drocourt","2948"
"30877","62278","Drouvin-le-Marais","580.00"
"30878","62279","Duisans","1266"
"30879","62280","Dury","341"
"30880","62281","Echinghen","384"
"30881","62282","Éclimeux","169"
"30882","62283","Écoivres","128"
"30883","62284","Écourt-Saint-Quentin","1678"
"30884","62285","Écoust-Saint-Mein","496.00"
"30885","62286","Ecquedecques","503"
"30886","62288","Ecques","2095"
"30887","62289","Écuires","761.00"
"30888","62290","Écurie","397.00"
"30889","62291","Éleu-dit-Leauwette","2985"
"30890","62292","Elnes","955.00"
"30891","62293","Embry","253"
"30892","62295","Enquin-lez-Guinegatte","1602"
"30893","62296","Enquin-sur-Baillons","277"
"30894","62297","Éperlecques","3524"
"30895","62298","Épinoy","545"
"30896","62299","Eps","252.00"
"30897","62300","Équihen-Plage","2804"
"30898","62301","Équirre","67.00"
"30899","62302","Ergny","240.00"
"30900","62303","Érin","218"
"30901","62304","Erny-Saint-Julien","326"
"30902","62306","Ervillers","403"
"30903","62307","Escalles","239"
"30904","62308","Escoeuilles","478.00"
"30905","62309","Esquerdes","1605"
"30906","62310","Essars","1606"
"30907","62311","Estevelles","2053"
"30908","62312","Estrée","288"
"30909","62313","Estrée-Blanche","955.00"
"30910","62314","Estrée-Cauchy","376.00"
"30911","62315","Estréelles","362"
"30912","62316","Estrée-Wamin","170"
"30913","62317","Étaing","439.00"
"30914","62318","Étaples","4262.89"
"30915","62318","Étaples","3159.47"
"30916","62318","Étaples","3773.63"
"30917","62319","Éterpigny","256"
"30918","62320","Étrun","320.00"
"30919","62321","Évin-Malmaison","4594"
"30920","62322","Famechon","116"
"30921","62323","Fampoux","1149"
"30922","62324","Farbus","548"
"30923","62325","Fauquembergues","991"
"30924","62326","Favreuil","234"
"30925","62327","Febvin-Palfart","592.00"
"30926","62328","Ferfay","918"
"30927","62329","Ferques","1814"
"30928","62330","Festubert","1319"
"30929","62331","Feuchy","1047"
"30930","62332","Ficheux","507"
"30931","62333","Fiefs","384"
"30932","62334","Fiennes","891"
"30933","62335","Fillièvres","493.00"
"30934","62336","Fléchin","488"
"30935","62337","Flers","221"
"30936","62338","Fleurbaix","2653"
"30937","62339","Fleury","124"
"30938","62340","Floringhem","891.00"
"30939","62341","Foncquevillers","445.00"
"30940","62342","Fontaine-lès-Boulans","93"
"30941","62343","Fontaine-lès-Croisilles","284"
"30942","62344","Fontaine-lès-Hermans","116"
"30943","62345","Fontaine-l'Étalon","106"
"30944","62346","Fortel-en-Artois","213"
"30945","62347","Fosseux","140"
"30946","62348","Foufflin-Ricametz","144"
"30947","62349","Fouquereuil","1522"
"30948","62350","Fouquières-lès-Béthune","1068"
"30949","62351","Fouquières-lès-Lens","2074.74"
"30950","62351","Fouquières-lès-Lens","2000.75"
"30951","62351","Fouquières-lès-Lens","2333.51"
"30952","62352","Framecourt","102"
"30953","62353","Frémicourt","251"
"30954","62354","Frencq","810.00"
"30955","62355","Fresnes-lès-Montauban","569.00"
"30956","62356","Fresnicourt-le-Dolmen","758.00"
"30957","62357","Fresnoy","64"
"30958","62358","Fresnoy-en-Gohelle","220"
"30959","62359","Fressin","562"
"30960","62360","Fréthun","1293"
"30961","62361","Frévent","3598"
"30962","62362","Frévillers","248"
"30963","62363","Frévin-Capelle","369"
"30964","62364","Fruges","2407"
"30965","62365","Galametz","198"
"30966","62366","Gauchin-Légal","321"
"30967","62367","Gauchin-Verloingt","845.00"
"30968","62368","Gaudiempré","197"
"30969","62369","Gavrelle","616"
"30970","62370","Gennes-Ivergny","128"
"30971","62371","Givenchy-en-Gohelle","1978"
"30972","62372","Givenchy-le-Noble","151"
"30973","62373","Givenchy-lès-la-Bassée","1013"
"30974","62374","Gomiécourt","153"
"30975","62375","Gommecourt","100"
"30976","62376","Gonnehem","2559"
"30977","62377","Gosnay","942.00"
"30978","62378","Gouves","197"
"30979","62379","Gouy-en-Artois","322"
"30980","62380","Gouy-Servins","344"
"30981","62381","Gouy-en-Ternois","141"
"30982","62382","Gouy-Saint-André","641.00"
"30983","62383","Gouy-sous-Bellonne","1358"
"30984","62384","Graincourt-lès-Havrincourt","629.00"
"30985","62385","Grand-Rullecourt","420"
"30986","62386","Grenay","2013"
"30987","62386","Grenay","2135"
"30988","62386","Grenay","2766"
"30989","62387","Grévillers","366"
"30990","62388","Grigny","295"
"30991","62389","Grincourt-lès-Pas","29"
"30992","62390","Groffliers","1482"
"30993","62391","Guarbecque","1443"
"30994","62392","Guémappe","344.00"
"30995","62393","Guemps","1109"
